station_id,horizon_h,truth_in,valid
antillanca:CL:ERA5,24,0.0,True
antillanca:CL:ERA5,48,0.0,True
antillanca:CL:ERA5,72,,False
cardrona:NZ:ERA5,24,0.6614173228346456,True
cardrona:NZ:ERA5,48,1.4330708661417322,True
cardrona:NZ:ERA5,72,1.4330708661417322,True
castor:AR:ERA5,24,0.0,True
castor:AR:ERA5,48,0.0,True
castor:AR:ERA5,72,,False
catedral:AR:ERA5,24,0.0,True
catedral:AR:ERA5,48,0.0,True
catedral:AR:ERA5,72,,False
caviahue:AR:ERA5,24,0.5511811023622046,True
caviahue:AR:ERA5,48,0.5511811023622046,True
caviahue:AR:ERA5,72,,False
chapelco:AR:ERA5,24,0.11023622047244096,True
chapelco:AR:ERA5,48,0.11023622047244096,True
chapelco:AR:ERA5,72,,False
coronet-peak:NZ:ERA5,24,1.6811023622047243,True
coronet-peak:NZ:ERA5,48,2.2874015748031495,True
coronet-peak:NZ:ERA5,72,2.2874015748031495,True
corralco:CL:ERA5,24,0.0,True
corralco:CL:ERA5,48,0.0,True
corralco:CL:ERA5,72,,False
falls-creek:AU:ERA5,24,0.0,True
falls-creek:AU:ERA5,48,0.0,True
falls-creek:AU:ERA5,72,0.0,True
hotham:AU:ERA5,24,0.0,True
hotham:AU:ERA5,48,0.0,True
hotham:AU:ERA5,72,0.0,True
las-lenas:AR:ERA5,24,0.6889763779527559,True
las-lenas:AR:ERA5,48,0.8267716535433071,True
las-lenas:AR:ERA5,72,,False
mt-buller:AU:ERA5,24,0.0,True
mt-buller:AU:ERA5,48,0.0,True
mt-buller:AU:ERA5,72,0.0,True
mt-hutt:NZ:ERA5,24,0.02755905511811024,True
mt-hutt:NZ:ERA5,48,3.3346456692913384,True
mt-hutt:NZ:ERA5,72,3.7204724409448815,True
nevados-chillan:CL:ERA5,24,0.0,True
nevados-chillan:CL:ERA5,48,0.0,True
nevados-chillan:CL:ERA5,72,,False
penitentes:AR:ERA5,24,0.0,True
penitentes:AR:ERA5,48,0.0,True
penitentes:AR:ERA5,72,,False
perisher:AU:ERA5,24,0.0,True
perisher:AU:ERA5,48,0.0,True
perisher:AU:ERA5,72,0.0,True
portillo:CL:ERA5,24,0.0,True
portillo:CL:ERA5,48,0.0,True
portillo:CL:ERA5,72,,False
remarkables:NZ:ERA5,24,1.6811023622047243,True
remarkables:NZ:ERA5,48,2.2874015748031495,True
remarkables:NZ:ERA5,72,2.2874015748031495,True
thredbo:AU:ERA5,24,0.0,True
thredbo:AU:ERA5,48,0.0,True
thredbo:AU:ERA5,72,0.0,True
treble-cone:NZ:ERA5,24,0.6614173228346456,True
treble-cone:NZ:ERA5,48,1.4330708661417322,True
treble-cone:NZ:ERA5,72,1.4330708661417322,True
turoa:NZ:ERA5,24,0.0,True
turoa:NZ:ERA5,48,0.0,True
turoa:NZ:ERA5,72,0.02755905511811024,True
valle-nevado:CL:ERA5,24,0.0,True
valle-nevado:CL:ERA5,48,0.0,True
valle-nevado:CL:ERA5,72,,False
whakapapa:NZ:ERA5,24,0.0,True
whakapapa:NZ:ERA5,48,0.0,True
whakapapa:NZ:ERA5,72,0.02755905511811024,True
