station_id,horizon_h,truth_in,valid
antillanca:CL:ERA5,24,,False
antillanca:CL:ERA5,48,,False
antillanca:CL:ERA5,72,,False
cardrona:NZ:ERA5,24,,False
cardrona:NZ:ERA5,48,,False
cardrona:NZ:ERA5,72,,False
castor:AR:ERA5,24,,False
castor:AR:ERA5,48,,False
castor:AR:ERA5,72,,False
catedral:AR:ERA5,24,,False
catedral:AR:ERA5,48,,False
catedral:AR:ERA5,72,,False
caviahue:AR:ERA5,24,,False
caviahue:AR:ERA5,48,,False
caviahue:AR:ERA5,72,,False
chapelco:AR:ERA5,24,,False
chapelco:AR:ERA5,48,,False
chapelco:AR:ERA5,72,,False
coronet-peak:NZ:ERA5,24,,False
coronet-peak:NZ:ERA5,48,,False
coronet-peak:NZ:ERA5,72,,False
corralco:CL:ERA5,24,,False
corralco:CL:ERA5,48,,False
corralco:CL:ERA5,72,,False
falls-creek:AU:ERA5,24,,False
falls-creek:AU:ERA5,48,,False
falls-creek:AU:ERA5,72,,False
hotham:AU:ERA5,24,,False
hotham:AU:ERA5,48,,False
hotham:AU:ERA5,72,,False
las-lenas:AR:ERA5,24,,False
las-lenas:AR:ERA5,48,,False
las-lenas:AR:ERA5,72,,False
mt-buller:AU:ERA5,24,,False
mt-buller:AU:ERA5,48,,False
mt-buller:AU:ERA5,72,,False
mt-hutt:NZ:ERA5,24,,False
mt-hutt:NZ:ERA5,48,,False
mt-hutt:NZ:ERA5,72,,False
nevados-chillan:CL:ERA5,24,,False
nevados-chillan:CL:ERA5,48,,False
nevados-chillan:CL:ERA5,72,,False
penitentes:AR:ERA5,24,,False
penitentes:AR:ERA5,48,,False
penitentes:AR:ERA5,72,,False
perisher:AU:ERA5,24,,False
perisher:AU:ERA5,48,,False
perisher:AU:ERA5,72,,False
portillo:CL:ERA5,24,,False
portillo:CL:ERA5,48,,False
portillo:CL:ERA5,72,,False
remarkables:NZ:ERA5,24,,False
remarkables:NZ:ERA5,48,,False
remarkables:NZ:ERA5,72,,False
thredbo:AU:ERA5,24,,False
thredbo:AU:ERA5,48,,False
thredbo:AU:ERA5,72,,False
treble-cone:NZ:ERA5,24,,False
treble-cone:NZ:ERA5,48,,False
treble-cone:NZ:ERA5,72,,False
turoa:NZ:ERA5,24,,False
turoa:NZ:ERA5,48,,False
turoa:NZ:ERA5,72,,False
valle-nevado:CL:ERA5,24,,False
valle-nevado:CL:ERA5,48,,False
valle-nevado:CL:ERA5,72,,False
whakapapa:NZ:ERA5,24,,False
whakapapa:NZ:ERA5,48,,False
whakapapa:NZ:ERA5,72,,False
