station_id,horizon_h,truth_in,valid
antillanca:CL:RESORT,24,9.84,True
antillanca:CL:RESORT,48,21.65,True
antillanca:CL:RESORT,72,33.46,True
catedral:AR:RESORT,24,13.78,True
catedral:AR:RESORT,48,27.56,True
catedral:AR:RESORT,72,41.339999999999996,True
chapelco:AR:RESORT,24,5.91,True
chapelco:AR:RESORT,48,22.45,True
chapelco:AR:RESORT,72,22.45,True
coronet-peak:NZ:RESORT,24,0.0,True
coronet-peak:NZ:RESORT,48,0.0,True
coronet-peak:NZ:RESORT,72,1.58,True
la-hoya:AR:RESORT,24,15.75,True
la-hoya:AR:RESORT,48,31.5,True
la-hoya:AR:RESORT,72,47.25,True
las-lenas:AR:RESORT,24,,False
las-lenas:AR:RESORT,48,,False
las-lenas:AR:RESORT,72,,False
mt-hutt:NZ:RESORT,24,0.0,True
mt-hutt:NZ:RESORT,48,0.0,True
mt-hutt:NZ:RESORT,72,0.78,True
portillo:CL:RESORT,24,0.0,True
portillo:CL:RESORT,48,0.0,True
portillo:CL:RESORT,72,0.0,True
remarkables:NZ:RESORT,24,0.0,True
remarkables:NZ:RESORT,48,0.0,True
remarkables:NZ:RESORT,72,3.15,True
thredbo:AU:RESORT,24,0.0,True
thredbo:AU:RESORT,48,0.0,True
thredbo:AU:RESORT,72,0.0,True
turoa:NZ:RESORT,24,0.0,True
turoa:NZ:RESORT,48,0.0,True
turoa:NZ:RESORT,72,0.0,True
valle-nevado:CL:RESORT,24,0.0,True
valle-nevado:CL:RESORT,48,0.0,True
valle-nevado:CL:RESORT,72,,False
whakapapa:NZ:RESORT,24,0.0,True
whakapapa:NZ:RESORT,48,0.0,True
whakapapa:NZ:RESORT,72,0.0,True
