station_id,horizon_h,truth_in,valid
antillanca:CL:RESORT,24,0.0,True
antillanca:CL:RESORT,48,1.97,True
antillanca:CL:RESORT,72,3.94,True
catedral:AR:RESORT,24,0.0,True
catedral:AR:RESORT,48,23.62,True
catedral:AR:RESORT,72,47.24,True
chapelco:AR:RESORT,24,0.0,True
chapelco:AR:RESORT,48,2.76,True
chapelco:AR:RESORT,72,9.85,True
coronet-peak:NZ:RESORT,24,0.0,True
coronet-peak:NZ:RESORT,48,0.0,True
coronet-peak:NZ:RESORT,72,1.19,True
la-hoya:AR:RESORT,24,15.75,True
la-hoya:AR:RESORT,48,31.5,True
la-hoya:AR:RESORT,72,47.25,True
las-lenas:AR:RESORT,24,7.87,True
las-lenas:AR:RESORT,48,27.560000000000002,True
las-lenas:AR:RESORT,72,,False
mt-hutt:NZ:RESORT,24,0.0,True
mt-hutt:NZ:RESORT,48,0.0,True
mt-hutt:NZ:RESORT,72,9.06,True
portillo:CL:RESORT,24,0.0,True
portillo:CL:RESORT,48,23.23,True
portillo:CL:RESORT,72,31.1,True
remarkables:NZ:RESORT,24,1.96,True
remarkables:NZ:RESORT,48,1.96,True
remarkables:NZ:RESORT,72,3.9299999999999997,True
thredbo:AU:RESORT,24,0.0,True
thredbo:AU:RESORT,48,0.0,True
thredbo:AU:RESORT,72,0.0,True
turoa:NZ:RESORT,24,0.0,True
turoa:NZ:RESORT,48,0.0,True
turoa:NZ:RESORT,72,0.0,True
valle-nevado:CL:RESORT,24,0.0,True
valle-nevado:CL:RESORT,48,0.0,True
valle-nevado:CL:RESORT,72,5.12,True
whakapapa:NZ:RESORT,24,0.0,True
whakapapa:NZ:RESORT,48,0.0,True
whakapapa:NZ:RESORT,72,0.0,True
