station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-08-07T14:14:28+00:00,2026-08-06,188.0,cm,74.02,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-08-07T14:14:28+00:00,2026-08-06,71.0,cm,27.95,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-08-07T14:14:28+00:00,2026-08-06,117.0,cm,46.06,season_total,ok
thredbo:AU:RESORT,thredbo,2026-08-07T14:14:28+00:00,2026-08-06,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-08-07T14:14:28+00:00,2026-08-06,35.0,cm,13.78,snow24,ok
chapelco:AR:RESORT,chapelco,2026-08-07T14:14:28+00:00,2026-08-06,15.0,cm,5.91,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-08-07T14:14:28+00:00,2026-08-06,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-08-07T14:14:28+00:00,2026-08-06,713.0,cm,280.71,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-08-07T14:14:28+00:00,2026-08-05,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-08-07T14:14:28+00:00,2026-08-06,25.0,cm,9.84,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-08-07T14:14:28+00:00,2026-08-06,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-08-07T14:14:28+00:00,2026-08-06,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-08-07T14:14:28+00:00,2026-08-06,0.0,cm,0.0,snow24,ok
