station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-07-17T14:27:07+00:00,2026-07-16,158.0,cm,62.2,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-07-17T14:27:07+00:00,2026-07-16,42.0,cm,16.54,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-07-17T14:27:07+00:00,2026-07-16,33.0,cm,12.99,season_total,ok
thredbo:AU:RESORT,thredbo,2026-07-17T14:27:07+00:00,2026-07-16,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-07-17T14:27:07+00:00,2026-07-16,20.0,cm,7.87,snow24,ok
chapelco:AR:RESORT,chapelco,2026-07-17T14:27:07+00:00,2026-07-16,0.0,cm,0.0,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-07-17T14:27:07+00:00,2026-07-16,1.0,cm,0.39,snow24,ok
portillo:CL:RESORT,portillo,2026-07-17T14:27:07+00:00,2026-07-16,182.0,cm,71.65,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-07-17T14:27:07+00:00,2026-07-15,66.0,cm,25.98,snow24,ok
antillanca:CL:RESORT,antillanca,2026-07-17T14:27:07+00:00,2026-07-16,,cm,,snow24,http_error
las-lenas:AR:RESORT,las-lenas,2026-07-17T14:27:07+00:00,2026-07-16,140.0,cm,55.12,snow24,ok
turoa:NZ:RESORT,turoa,2026-07-17T14:27:07+00:00,2026-07-16,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-07-17T14:27:07+00:00,2026-07-16,0.0,cm,0.0,snow24,ok
