station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-09-05T15:49:40+00:00,2026-09-04,255.0,cm,100.39,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-09-05T15:49:40+00:00,2026-09-04,95.0,cm,37.4,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-09-05T15:49:40+00:00,2026-09-04,238.0,cm,93.7,season_total,ok
thredbo:AU:RESORT,thredbo,2026-09-05T15:49:40+00:00,2026-09-04,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-09-05T15:49:40+00:00,2026-09-04,0.0,cm,0.0,snow24,ok
chapelco:AR:RESORT,chapelco,2026-09-05T15:49:40+00:00,2026-09-04,0.0,cm,0.0,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-09-05T15:49:40+00:00,2026-09-04,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-09-05T15:49:40+00:00,2026-09-04,936.0,cm,368.5,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-09-05T15:49:40+00:00,2026-09-03,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-09-05T15:49:40+00:00,2026-09-04,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-09-05T15:49:40+00:00,2026-09-04,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-09-05T15:49:40+00:00,2026-09-04,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-09-05T15:49:40+00:00,2026-09-04,0.0,cm,0.0,snow24,ok
