station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-07-30T21:40:43+00:00,2026-07-30,178.0,cm,70.08,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-07-30T21:40:43+00:00,2026-07-30,54.0,cm,21.26,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-07-30T21:40:43+00:00,2026-07-30,80.0,cm,31.5,season_total,ok
thredbo:AU:RESORT,thredbo,2026-07-30T21:40:43+00:00,2026-07-30,3.0,cm,1.18,snow24,ok
catedral:AR:RESORT,catedral,2026-07-30T21:40:43+00:00,2026-07-29,60.0,cm,23.62,snow24,ok
chapelco:AR:RESORT,chapelco,2026-07-30T21:40:43+00:00,2026-07-29,5.0,cm,1.97,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-07-30T21:40:43+00:00,2026-07-29,8.0,cm,3.15,snow24,ok
portillo:CL:RESORT,portillo,2026-07-30T21:40:43+00:00,2026-07-29,621.0,cm,244.49,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-07-30T21:40:43+00:00,2026-07-29,,cm,,snow24,no_report
antillanca:CL:RESORT,antillanca,2026-07-30T21:40:43+00:00,2026-07-29,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-07-30T21:40:43+00:00,2026-07-29,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-07-30T21:40:43+00:00,2026-07-30,15.0,cm,5.91,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-07-30T21:40:43+00:00,2026-07-29,20.0,cm,7.87,snow24,ok
