station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-08-28T04:23:52+00:00,2026-08-27,250.0,cm,98.43,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-08-28T04:23:52+00:00,2026-08-27,95.0,cm,37.4,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-08-28T04:23:52+00:00,2026-08-27,171.0,cm,67.32,season_total,ok
thredbo:AU:RESORT,thredbo,2026-08-28T04:23:52+00:00,2026-08-27,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-08-28T04:23:52+00:00,2026-08-26,60.0,cm,23.62,snow24,ok
chapelco:AR:RESORT,chapelco,2026-08-28T04:23:52+00:00,2026-08-26,18.0,cm,7.09,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-08-28T04:23:52+00:00,2026-08-26,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-08-28T04:23:52+00:00,2026-08-26,898.0,cm,353.54,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-08-28T04:23:52+00:00,2026-08-26,13.0,cm,5.12,snow24,ok
antillanca:CL:RESORT,antillanca,2026-08-28T04:23:52+00:00,2026-08-26,,cm,,snow24,http_error
las-lenas:AR:RESORT,las-lenas,2026-08-28T04:23:52+00:00,2026-08-26,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-08-28T04:23:52+00:00,2026-08-27,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-08-28T04:23:52+00:00,2026-08-27,0.0,cm,0.0,snow24,ok
