station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-07-19T21:11:25+00:00,2026-07-19,158.0,cm,62.2,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-07-19T21:11:25+00:00,2026-07-19,42.0,cm,16.54,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-07-19T21:11:25+00:00,2026-07-19,33.0,cm,12.99,season_total,ok
thredbo:AU:RESORT,thredbo,2026-07-19T21:11:25+00:00,2026-07-19,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-07-19T21:11:25+00:00,2026-07-18,20.0,cm,7.87,snow24,ok
chapelco:AR:RESORT,chapelco,2026-07-19T21:11:25+00:00,2026-07-18,0.0,cm,0.0,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-07-19T21:11:25+00:00,2026-07-18,1.0,cm,0.39,snow24,ok
portillo:CL:RESORT,portillo,2026-07-19T21:11:25+00:00,2026-07-18,381.0,cm,150.0,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-07-19T21:11:25+00:00,2026-07-18,7.0,cm,2.76,snow24,ok
antillanca:CL:RESORT,antillanca,2026-07-19T21:11:25+00:00,2026-07-18,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-07-19T21:11:25+00:00,2026-07-18,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-07-19T21:11:25+00:00,2026-07-19,5.0,cm,1.97,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-07-19T21:11:25+00:00,2026-07-18,0.0,cm,0.0,snow24,ok
