station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-09-23T17:39:58+00:00,2026-09-22,302.0,cm,118.9,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-09-23T17:39:58+00:00,2026-09-22,118.0,cm,46.46,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-09-23T17:39:58+00:00,2026-09-22,307.0,cm,120.87,season_total,ok
thredbo:AU:RESORT,thredbo,2026-09-23T17:39:58+00:00,2026-09-22,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-09-23T17:39:58+00:00,2026-09-22,0.0,cm,0.0,snow24,ok
chapelco:AR:RESORT,chapelco,2026-09-23T17:39:58+00:00,2026-09-22,17.0,cm,6.69,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-09-23T17:39:58+00:00,2026-09-22,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-09-23T17:39:58+00:00,2026-09-22,1021.0,cm,401.97,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-09-23T17:39:58+00:00,2026-09-22,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-09-23T17:39:58+00:00,2026-09-22,5.0,cm,1.97,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-09-23T17:39:58+00:00,2026-09-22,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-09-23T17:39:58+00:00,2026-09-22,1.0,cm,0.39,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-09-23T17:39:58+00:00,2026-09-22,0.0,cm,0.0,snow24,ok
