station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-07-18T14:37:06+00:00,2026-07-17,158.0,cm,62.2,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-07-18T14:37:06+00:00,2026-07-17,42.0,cm,16.54,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-07-18T14:37:06+00:00,2026-07-17,33.0,cm,12.99,season_total,ok
thredbo:AU:RESORT,thredbo,2026-07-18T14:37:06+00:00,2026-07-17,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-07-18T14:37:06+00:00,2026-07-17,20.0,cm,7.87,snow24,ok
chapelco:AR:RESORT,chapelco,2026-07-18T14:37:06+00:00,2026-07-17,0.0,cm,0.0,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-07-18T14:37:06+00:00,2026-07-17,1.0,cm,0.39,snow24,ok
portillo:CL:RESORT,portillo,2026-07-18T14:37:06+00:00,2026-07-17,347.0,cm,136.61,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-07-18T14:37:06+00:00,2026-07-16,95.0,cm,37.4,snow24,ok
antillanca:CL:RESORT,antillanca,2026-07-18T14:37:06+00:00,2026-07-17,,cm,,snow24,http_error
las-lenas:AR:RESORT,las-lenas,2026-07-18T14:37:06+00:00,2026-07-17,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-07-18T14:37:06+00:00,2026-07-17,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-07-18T14:37:06+00:00,2026-07-17,0.0,cm,0.0,snow24,ok
