station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-08-04T21:57:00+00:00,2026-08-04,188.0,cm,74.02,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-08-04T21:57:00+00:00,2026-08-04,71.0,cm,27.95,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-08-04T21:57:00+00:00,2026-08-04,113.0,cm,44.49,season_total,ok
thredbo:AU:RESORT,thredbo,2026-08-04T21:57:00+00:00,2026-08-04,2.0,cm,0.79,snow24,ok
catedral:AR:RESORT,catedral,2026-08-04T21:57:00+00:00,2026-08-03,17.0,cm,6.69,snow24,ok
chapelco:AR:RESORT,chapelco,2026-08-04T21:57:00+00:00,2026-08-03,2.0,cm,0.79,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-08-04T21:57:00+00:00,2026-08-03,8.0,cm,3.15,snow24,ok
portillo:CL:RESORT,portillo,2026-08-04T21:57:00+00:00,2026-08-03,701.0,cm,275.98,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-08-04T21:57:00+00:00,2026-08-03,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-08-04T21:57:00+00:00,2026-08-03,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-08-04T21:57:00+00:00,2026-08-03,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-08-04T21:57:00+00:00,2026-08-04,5.0,cm,1.97,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-08-04T21:57:00+00:00,2026-08-03,0.0,cm,0.0,snow24,ok
