station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-08-29T02:51:19+00:00,2026-08-28,250.0,cm,98.43,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-08-29T02:51:19+00:00,2026-08-28,95.0,cm,37.4,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-08-29T02:51:19+00:00,2026-08-28,208.0,cm,81.89,season_total,ok
thredbo:AU:RESORT,thredbo,2026-08-29T02:51:19+00:00,2026-08-28,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-08-29T02:51:19+00:00,2026-08-27,67.0,cm,26.38,snow24,ok
chapelco:AR:RESORT,chapelco,2026-08-29T02:51:19+00:00,2026-08-27,14.0,cm,5.51,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-08-29T02:51:19+00:00,2026-08-27,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-08-29T02:51:19+00:00,2026-08-27,913.0,cm,359.45,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-08-29T02:51:19+00:00,2026-08-27,6.0,cm,2.36,snow24,ok
antillanca:CL:RESORT,antillanca,2026-08-29T02:51:19+00:00,2026-08-27,10.0,cm,3.94,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-08-29T02:51:19+00:00,2026-08-27,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-08-29T02:51:19+00:00,2026-08-28,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-08-29T02:51:19+00:00,2026-08-28,0.0,cm,0.0,snow24,ok
