station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-07-12T14:36:30+00:00,2026-07-11,158.0,cm,62.2,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-07-12T14:36:30+00:00,2026-07-11,40.0,cm,15.75,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-07-12T14:36:30+00:00,2026-07-11,33.0,cm,12.99,season_total,ok
thredbo:AU:RESORT,thredbo,2026-07-12T14:36:30+00:00,2026-07-11,10.0,cm,3.94,snow24,ok
catedral:AR:RESORT,catedral,2026-07-12T14:36:30+00:00,2026-07-11,8.0,cm,3.15,snow24,ok
chapelco:AR:RESORT,chapelco,2026-07-12T14:36:30+00:00,2026-07-11,0.0,cm,0.0,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-07-12T14:36:30+00:00,2026-07-11,1.0,cm,0.39,snow24,ok
portillo:CL:RESORT,portillo,2026-07-12T14:36:30+00:00,2026-07-11,62.0,cm,24.41,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-07-12T14:36:30+00:00,2026-07-10,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-07-12T14:36:30+00:00,2026-07-11,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-07-12T14:36:30+00:00,2026-07-11,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-07-12T14:36:30+00:00,2026-07-11,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-07-12T14:36:30+00:00,2026-07-11,0.0,cm,0.0,snow24,ok
