station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-09-18T22:40:59+00:00,2026-09-18,298.0,cm,117.32,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-09-18T22:40:59+00:00,2026-09-18,118.0,cm,46.46,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-09-18T22:40:59+00:00,2026-09-18,300.0,cm,118.11,season_total,ok
thredbo:AU:RESORT,thredbo,2026-09-18T22:40:59+00:00,2026-09-18,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-09-18T22:40:59+00:00,2026-09-17,0.0,cm,0.0,snow24,ok
chapelco:AR:RESORT,chapelco,2026-09-18T22:40:59+00:00,2026-09-17,0.0,cm,0.0,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-09-18T22:40:59+00:00,2026-09-17,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-09-18T22:40:59+00:00,2026-09-17,966.0,cm,380.31,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-09-18T22:40:59+00:00,2026-09-17,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-09-18T22:40:59+00:00,2026-09-17,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-09-18T22:40:59+00:00,2026-09-17,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-09-18T22:40:59+00:00,2026-09-18,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-09-18T22:40:59+00:00,2026-09-18,0.0,cm,0.0,snow24,ok
