station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-08-11T21:34:42+00:00,2026-08-11,190.0,cm,74.8,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-08-11T21:34:42+00:00,2026-08-11,75.0,cm,29.53,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-08-11T21:34:42+00:00,2026-08-11,125.0,cm,49.21,season_total,ok
thredbo:AU:RESORT,thredbo,2026-08-11T21:34:42+00:00,2026-08-11,4.0,cm,1.57,snow24,ok
catedral:AR:RESORT,catedral,2026-08-11T21:34:42+00:00,2026-08-10,40.0,cm,15.75,snow24,ok
chapelco:AR:RESORT,chapelco,2026-08-11T21:34:42+00:00,2026-08-10,9.0,cm,3.54,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-08-11T21:34:42+00:00,2026-08-10,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-08-11T21:34:42+00:00,2026-08-10,713.0,cm,280.71,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-08-11T21:34:42+00:00,2026-08-10,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-08-11T21:34:42+00:00,2026-08-10,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-08-11T21:34:42+00:00,2026-08-10,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-08-11T21:34:42+00:00,2026-08-11,0.0,cm,0.0,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-08-11T21:34:42+00:00,2026-08-10,0.0,cm,0.0,snow24,ok
