station_id,resort_id,scraped_utc,attributed_date,value_raw,unit,value_in,kind,status
mt-hutt:NZ:RESORT,mt-hutt,2026-09-26T16:58:36+00:00,2026-09-25,304.0,cm,119.69,season_total,ok
coronet-peak:NZ:RESORT,coronet-peak,2026-09-26T16:58:36+00:00,2026-09-25,118.0,cm,46.46,season_total,ok
remarkables:NZ:RESORT,remarkables,2026-09-26T16:58:36+00:00,2026-09-25,308.0,cm,121.26,season_total,ok
thredbo:AU:RESORT,thredbo,2026-09-26T16:58:36+00:00,2026-09-25,0.0,cm,0.0,snow24,ok
catedral:AR:RESORT,catedral,2026-09-26T16:58:36+00:00,2026-09-25,0.0,cm,0.0,snow24,ok
chapelco:AR:RESORT,chapelco,2026-09-26T16:58:36+00:00,2026-09-25,10.0,cm,3.94,snow24,ok
la-hoya:AR:RESORT,la-hoya,2026-09-26T16:58:36+00:00,2026-09-25,40.0,cm,15.75,snow24,ok
portillo:CL:RESORT,portillo,2026-09-26T16:58:36+00:00,2026-09-25,1021.0,cm,401.97,season_total,ok
valle-nevado:CL:RESORT,valle-nevado,2026-09-26T16:58:36+00:00,2026-09-24,0.0,cm,0.0,snow24,ok
antillanca:CL:RESORT,antillanca,2026-09-26T16:58:36+00:00,2026-09-25,0.0,cm,0.0,snow24,ok
las-lenas:AR:RESORT,las-lenas,2026-09-26T16:58:36+00:00,2026-09-25,,cm,,snow24,no_report
turoa:NZ:RESORT,turoa,2026-09-26T16:58:36+00:00,2026-09-25,5.0,cm,1.97,snow24,ok
whakapapa:NZ:RESORT,whakapapa,2026-09-26T16:58:36+00:00,2026-09-25,0.0,cm,0.0,snow24,ok
