station_id,horizon_h,truth_in,valid
antillanca:CL:RESORT,24,1.97,True
antillanca:CL:RESORT,48,5.91,True
antillanca:CL:RESORT,72,9.85,True
catedral:AR:RESORT,24,23.62,True
catedral:AR:RESORT,48,50.0,True
catedral:AR:RESORT,72,76.38,True
chapelco:AR:RESORT,24,7.09,True
chapelco:AR:RESORT,48,12.6,True
chapelco:AR:RESORT,72,19.29,True
coronet-peak:NZ:RESORT,24,1.19,True
coronet-peak:NZ:RESORT,48,7.09,True
coronet-peak:NZ:RESORT,72,7.09,True
la-hoya:AR:RESORT,24,15.75,True
la-hoya:AR:RESORT,48,31.5,True
la-hoya:AR:RESORT,72,47.25,True
las-lenas:AR:RESORT,24,,False
las-lenas:AR:RESORT,48,,False
las-lenas:AR:RESORT,72,,False
mt-hutt:NZ:RESORT,24,9.06,True
mt-hutt:NZ:RESORT,48,13.0,True
mt-hutt:NZ:RESORT,72,13.0,True
portillo:CL:RESORT,24,7.87,True
portillo:CL:RESORT,48,13.780000000000001,True
portillo:CL:RESORT,72,13.780000000000001,True
remarkables:NZ:RESORT,24,1.97,True
remarkables:NZ:RESORT,48,1.97,True
remarkables:NZ:RESORT,72,16.54,True
thredbo:AU:RESORT,24,0.0,True
thredbo:AU:RESORT,48,0.0,True
thredbo:AU:RESORT,72,0.0,True
turoa:NZ:RESORT,24,0.0,True
turoa:NZ:RESORT,48,0.0,True
turoa:NZ:RESORT,72,0.0,True
valle-nevado:CL:RESORT,24,5.12,True
valle-nevado:CL:RESORT,48,7.48,True
valle-nevado:CL:RESORT,72,,False
whakapapa:NZ:RESORT,24,0.0,True
whakapapa:NZ:RESORT,48,0.0,True
whakapapa:NZ:RESORT,72,0.0,True
