station_id,horizon_h,truth_in,valid
antillanca:CL:ERA5,24,1.1299212598425197,True
antillanca:CL:ERA5,48,1.9566929133858268,True
antillanca:CL:ERA5,72,2.783464566929134,True
cardrona:NZ:ERA5,24,0.0,True
cardrona:NZ:ERA5,48,0.3031496062992126,True
cardrona:NZ:ERA5,72,0.3031496062992126,True
castor:AR:ERA5,24,0.44094488188976383,True
castor:AR:ERA5,48,0.44094488188976383,True
castor:AR:ERA5,72,0.44094488188976383,True
catedral:AR:ERA5,24,1.8464566929133859,True
catedral:AR:ERA5,48,3.0039370078740157,True
catedral:AR:ERA5,72,4.133858267716535,True
caviahue:AR:ERA5,24,1.1299212598425197,True
caviahue:AR:ERA5,48,1.2401574803149606,True
caviahue:AR:ERA5,72,3.5551181102362204,True
chapelco:AR:ERA5,24,1.18503937007874,True
chapelco:AR:ERA5,48,2.0118110236220472,True
chapelco:AR:ERA5,72,4.051181102362205,True
coronet-peak:NZ:ERA5,24,0.0,True
coronet-peak:NZ:ERA5,48,0.9094488188976378,True
coronet-peak:NZ:ERA5,72,0.9094488188976378,True
corralco:CL:ERA5,24,2.7559055118110236,True
corralco:CL:ERA5,48,3.7755905511811023,True
corralco:CL:ERA5,72,6.200787401574804,True
falls-creek:AU:ERA5,24,0.0,True
falls-creek:AU:ERA5,48,0.0,True
falls-creek:AU:ERA5,72,0.0,True
hotham:AU:ERA5,24,0.0,True
hotham:AU:ERA5,48,0.0,True
hotham:AU:ERA5,72,0.0,True
las-lenas:AR:ERA5,24,0.11023622047244096,True
las-lenas:AR:ERA5,48,0.11023622047244096,True
las-lenas:AR:ERA5,72,0.11023622047244096,True
mt-buller:AU:ERA5,24,0.0,True
mt-buller:AU:ERA5,48,0.0,True
mt-buller:AU:ERA5,72,0.0,True
mt-hutt:NZ:ERA5,24,0.0,True
mt-hutt:NZ:ERA5,48,3.0866141732283463,True
mt-hutt:NZ:ERA5,72,3.5,True
nevados-chillan:CL:ERA5,24,0.8267716535433071,True
nevados-chillan:CL:ERA5,48,0.9094488188976377,True
nevados-chillan:CL:ERA5,72,1.5433070866141732,True
penitentes:AR:ERA5,24,0.3031496062992126,True
penitentes:AR:ERA5,48,0.3031496062992126,True
penitentes:AR:ERA5,72,0.3031496062992126,True
perisher:AU:ERA5,24,0.0,True
perisher:AU:ERA5,48,0.0,True
perisher:AU:ERA5,72,0.0,True
portillo:CL:ERA5,24,0.3858267716535433,True
portillo:CL:ERA5,48,0.3858267716535433,True
portillo:CL:ERA5,72,0.3858267716535433,True
remarkables:NZ:ERA5,24,0.0,True
remarkables:NZ:ERA5,48,0.9094488188976378,True
remarkables:NZ:ERA5,72,0.9094488188976378,True
thredbo:AU:ERA5,24,0.0,True
thredbo:AU:ERA5,48,0.0,True
thredbo:AU:ERA5,72,0.0,True
treble-cone:NZ:ERA5,24,0.0,True
treble-cone:NZ:ERA5,48,0.3031496062992126,True
treble-cone:NZ:ERA5,72,0.3031496062992126,True
turoa:NZ:ERA5,24,0.0,True
turoa:NZ:ERA5,48,0.0,True
turoa:NZ:ERA5,72,0.0,True
valle-nevado:CL:ERA5,24,0.5787401574803149,True
valle-nevado:CL:ERA5,48,0.5787401574803149,True
valle-nevado:CL:ERA5,72,0.5787401574803149,True
whakapapa:NZ:ERA5,24,0.0,True
whakapapa:NZ:ERA5,48,0.0,True
whakapapa:NZ:ERA5,72,0.0,True
