station_id,horizon_h,truth_in,valid
antillanca:CL:ERA5,24,0.41338582677165353,True
antillanca:CL:ERA5,48,0.41338582677165353,True
antillanca:CL:ERA5,72,1.4606299212598426,True
cardrona:NZ:ERA5,24,0.0,True
cardrona:NZ:ERA5,48,0.0,True
cardrona:NZ:ERA5,72,0.0,True
castor:AR:ERA5,24,1.1299212598425197,True
castor:AR:ERA5,48,3.196850393700787,True
castor:AR:ERA5,72,3.9409448818897634,True
catedral:AR:ERA5,24,0.3858267716535433,True
catedral:AR:ERA5,48,0.5511811023622046,True
catedral:AR:ERA5,72,1.653543307086614,True
caviahue:AR:ERA5,24,0.0,True
caviahue:AR:ERA5,48,0.0,True
caviahue:AR:ERA5,72,0.05511811023622048,True
chapelco:AR:ERA5,24,0.0,True
chapelco:AR:ERA5,48,0.0,True
chapelco:AR:ERA5,72,1.625984251968504,True
coronet-peak:NZ:ERA5,24,0.0,True
coronet-peak:NZ:ERA5,48,0.0,True
coronet-peak:NZ:ERA5,72,0.0,True
corralco:CL:ERA5,24,0.0,True
corralco:CL:ERA5,48,0.0,True
corralco:CL:ERA5,72,1.18503937007874,True
falls-creek:AU:ERA5,24,0.0,True
falls-creek:AU:ERA5,48,0.0,True
falls-creek:AU:ERA5,72,0.0,True
hotham:AU:ERA5,24,0.0,True
hotham:AU:ERA5,48,0.0,True
hotham:AU:ERA5,72,0.0,True
las-lenas:AR:ERA5,24,0.0,True
las-lenas:AR:ERA5,48,0.0,True
las-lenas:AR:ERA5,72,0.0,True
mt-buller:AU:ERA5,24,0.0,True
mt-buller:AU:ERA5,48,0.0,True
mt-buller:AU:ERA5,72,0.0,True
mt-hutt:NZ:ERA5,24,0.0,True
mt-hutt:NZ:ERA5,48,0.05511811023622048,True
mt-hutt:NZ:ERA5,72,0.05511811023622048,True
nevados-chillan:CL:ERA5,24,0.0,True
nevados-chillan:CL:ERA5,48,0.0,True
nevados-chillan:CL:ERA5,72,0.0,True
penitentes:AR:ERA5,24,0.0,True
penitentes:AR:ERA5,48,0.0,True
penitentes:AR:ERA5,72,0.0,True
perisher:AU:ERA5,24,0.0,True
perisher:AU:ERA5,48,0.0,True
perisher:AU:ERA5,72,0.0,True
portillo:CL:ERA5,24,0.0,True
portillo:CL:ERA5,48,0.0,True
portillo:CL:ERA5,72,0.0,True
remarkables:NZ:ERA5,24,0.0,True
remarkables:NZ:ERA5,48,0.0,True
remarkables:NZ:ERA5,72,0.0,True
thredbo:AU:ERA5,24,0.0,True
thredbo:AU:ERA5,48,0.0,True
thredbo:AU:ERA5,72,0.0,True
treble-cone:NZ:ERA5,24,0.0,True
treble-cone:NZ:ERA5,48,0.0,True
treble-cone:NZ:ERA5,72,0.0,True
turoa:NZ:ERA5,24,0.0,True
turoa:NZ:ERA5,48,0.0,True
turoa:NZ:ERA5,72,0.0,True
valle-nevado:CL:ERA5,24,0.0,True
valle-nevado:CL:ERA5,48,0.0,True
valle-nevado:CL:ERA5,72,0.0,True
whakapapa:NZ:ERA5,24,0.0,True
whakapapa:NZ:ERA5,48,0.0,True
whakapapa:NZ:ERA5,72,0.0,True
