station_id,horizon_h,truth_in,valid
antillanca:CL:RESORT,24,3.94,True
antillanca:CL:RESORT,48,7.88,True
antillanca:CL:RESORT,72,11.82,True
catedral:AR:RESORT,24,26.38,True
catedral:AR:RESORT,48,52.76,True
catedral:AR:RESORT,72,76.38,True
chapelco:AR:RESORT,24,5.51,True
chapelco:AR:RESORT,48,12.2,True
chapelco:AR:RESORT,72,39.76,True
coronet-peak:NZ:RESORT,24,5.9,True
coronet-peak:NZ:RESORT,48,5.9,True
coronet-peak:NZ:RESORT,72,5.9,True
la-hoya:AR:RESORT,24,15.75,True
la-hoya:AR:RESORT,48,31.5,True
la-hoya:AR:RESORT,72,47.25,True
las-lenas:AR:RESORT,24,,False
las-lenas:AR:RESORT,48,,False
las-lenas:AR:RESORT,72,,False
mt-hutt:NZ:RESORT,24,3.94,True
mt-hutt:NZ:RESORT,48,3.94,True
mt-hutt:NZ:RESORT,72,4.72,True
portillo:CL:RESORT,24,5.91,True
portillo:CL:RESORT,48,5.91,True
portillo:CL:RESORT,72,7.88,True
remarkables:NZ:RESORT,24,0.0,True
remarkables:NZ:RESORT,48,14.57,True
remarkables:NZ:RESORT,72,16.54,True
thredbo:AU:RESORT,24,0.0,True
thredbo:AU:RESORT,48,0.0,True
thredbo:AU:RESORT,72,0.0,True
turoa:NZ:RESORT,24,0.0,True
turoa:NZ:RESORT,48,0.0,True
turoa:NZ:RESORT,72,0.0,True
valle-nevado:CL:RESORT,24,2.36,True
valle-nevado:CL:RESORT,48,2.36,True
valle-nevado:CL:RESORT,72,,False
whakapapa:NZ:RESORT,24,0.0,True
whakapapa:NZ:RESORT,48,0.0,True
whakapapa:NZ:RESORT,72,0.0,True
