station_id,horizon_h,truth_in,valid
antillanca:CL:ERA5,24,0.7716535433070866,True
antillanca:CL:ERA5,48,1.18503937007874,True
antillanca:CL:ERA5,72,1.18503937007874,True
cardrona:NZ:ERA5,24,0.0,True
cardrona:NZ:ERA5,48,0.0,True
cardrona:NZ:ERA5,72,0.0,True
castor:AR:ERA5,24,0.24803149606299213,True
castor:AR:ERA5,48,1.3779527559055118,True
castor:AR:ERA5,72,3.4448818897637796,True
catedral:AR:ERA5,24,0.9094488188976378,True
catedral:AR:ERA5,48,1.295275590551181,True
catedral:AR:ERA5,72,1.4606299212598424,True
caviahue:AR:ERA5,24,1.2401574803149606,True
caviahue:AR:ERA5,48,1.2401574803149606,True
caviahue:AR:ERA5,72,1.2401574803149606,True
chapelco:AR:ERA5,24,1.3779527559055118,True
chapelco:AR:ERA5,48,1.3779527559055118,True
chapelco:AR:ERA5,72,1.3779527559055118,True
coronet-peak:NZ:ERA5,24,0.0,True
coronet-peak:NZ:ERA5,48,0.0,True
coronet-peak:NZ:ERA5,72,0.0,True
corralco:CL:ERA5,24,2.7283464566929134,True
corralco:CL:ERA5,48,2.7283464566929134,True
corralco:CL:ERA5,72,2.7283464566929134,True
falls-creek:AU:ERA5,24,0.0,True
falls-creek:AU:ERA5,48,0.0,True
falls-creek:AU:ERA5,72,0.0,True
hotham:AU:ERA5,24,0.0,True
hotham:AU:ERA5,48,0.0,True
hotham:AU:ERA5,72,0.0,True
las-lenas:AR:ERA5,24,0.0,True
las-lenas:AR:ERA5,48,0.0,True
las-lenas:AR:ERA5,72,0.0,True
mt-buller:AU:ERA5,24,0.0,True
mt-buller:AU:ERA5,48,0.0,True
mt-buller:AU:ERA5,72,0.0,True
mt-hutt:NZ:ERA5,24,0.0,True
mt-hutt:NZ:ERA5,48,0.0,True
mt-hutt:NZ:ERA5,72,0.05511811023622048,True
nevados-chillan:CL:ERA5,24,0.2755905511811023,True
nevados-chillan:CL:ERA5,48,0.2755905511811023,True
nevados-chillan:CL:ERA5,72,0.2755905511811023,True
penitentes:AR:ERA5,24,0.0,True
penitentes:AR:ERA5,48,0.0,True
penitentes:AR:ERA5,72,0.0,True
perisher:AU:ERA5,24,0.0,True
perisher:AU:ERA5,48,0.0,True
perisher:AU:ERA5,72,0.0,True
portillo:CL:ERA5,24,0.0,True
portillo:CL:ERA5,48,0.0,True
portillo:CL:ERA5,72,0.0,True
remarkables:NZ:ERA5,24,0.0,True
remarkables:NZ:ERA5,48,0.0,True
remarkables:NZ:ERA5,72,0.0,True
thredbo:AU:ERA5,24,0.0,True
thredbo:AU:ERA5,48,0.0,True
thredbo:AU:ERA5,72,0.0,True
treble-cone:NZ:ERA5,24,0.0,True
treble-cone:NZ:ERA5,48,0.0,True
treble-cone:NZ:ERA5,72,0.0,True
turoa:NZ:ERA5,24,0.0,True
turoa:NZ:ERA5,48,0.0,True
turoa:NZ:ERA5,72,0.0,True
valle-nevado:CL:ERA5,24,0.0,True
valle-nevado:CL:ERA5,48,0.0,True
valle-nevado:CL:ERA5,72,0.0,True
whakapapa:NZ:ERA5,24,0.0,True
whakapapa:NZ:ERA5,48,0.0,True
whakapapa:NZ:ERA5,72,0.0,True
