station_id,horizon_h,truth_in,valid
antillanca:CL:RESORT,24,0.0,True
antillanca:CL:RESORT,48,5.91,True
antillanca:CL:RESORT,72,17.72,True
catedral:AR:RESORT,24,1.97,True
catedral:AR:RESORT,48,11.81,True
catedral:AR:RESORT,72,31.5,True
chapelco:AR:RESORT,24,0.39,True
chapelco:AR:RESORT,48,4.33,True
chapelco:AR:RESORT,72,20.08,True
coronet-peak:NZ:RESORT,24,0.0,True
coronet-peak:NZ:RESORT,48,0.39,True
coronet-peak:NZ:RESORT,72,4.72,True
la-hoya:AR:RESORT,24,0.39,True
la-hoya:AR:RESORT,48,0.78,True
la-hoya:AR:RESORT,72,1.57,True
las-lenas:AR:RESORT,24,,False
las-lenas:AR:RESORT,48,,False
las-lenas:AR:RESORT,72,,False
mt-hutt:NZ:RESORT,24,0.0,True
mt-hutt:NZ:RESORT,48,0.0,True
mt-hutt:NZ:RESORT,72,5.91,True
portillo:CL:RESORT,24,12.99,True
portillo:CL:RESORT,48,22.84,True
portillo:CL:RESORT,72,33.47,True
remarkables:NZ:RESORT,24,0.0,True
remarkables:NZ:RESORT,48,0.0,True
remarkables:NZ:RESORT,72,0.0,True
thredbo:AU:RESORT,24,0.79,True
thredbo:AU:RESORT,48,2.3600000000000003,True
thredbo:AU:RESORT,72,2.3600000000000003,True
turoa:NZ:RESORT,24,0.0,True
turoa:NZ:RESORT,48,0.0,True
turoa:NZ:RESORT,72,11.81,True
valle-nevado:CL:RESORT,24,5.91,True
valle-nevado:CL:RESORT,48,10.24,True
valle-nevado:CL:RESORT,72,,False
whakapapa:NZ:RESORT,24,0.0,True
whakapapa:NZ:RESORT,48,0.0,True
whakapapa:NZ:RESORT,72,0.0,True
